ACORDO_TIPO,PROTOCOLO_DATA,PROCESSO_ANATEL,DETENTORA,DETENTORA_CNPJ,SOLICITANTE,SOLICITANTE_CNPJ,INFORME_SEI,INFORME_DATA,CONCLUSAO_DATA,OBSERVACAO,NUM_SEQUENCIA,FINAL
CONTRATO,2017-01-04,53500.000228/2017-81,RIO GRANDE ENERGIA S.A - RGE,,Z GARCIA SGARBOSSA - ME,,1100999,2017-01-16,2017-01-16,Processo ANEEL: 48513.032911/2016-00.,23,True
CONTRATO,2022-01-03,53500.000229/2022-93,ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGISA S.A.,19.527.639/0001-58,CORREA E RODRIGUES TELECOM LTDA,12.327.602/0001-37,8090679,2022-02-25,2022-02-25,,1,True
CONTRATO,2017-01-04,53500.000233/2017-94,AMPLA ENERGIA E SERVIÇOS S.A.,33.050.071/0001-58,GABISAT SERVIÇOS DE TV A CABO E TELECOMUNICAÇÕES EM GERAL LTDA ME,,1108196,2017-01-16,2017-01-16,Processo ANEEL: 48513.033869/2016-00.,1,True
CONTRATO,2022-01-03,53500.000233/2022-51,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,25.086.034/0001-71,BR FIBRA COMÉRCIO VAREJISTA DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA EIRELI,26.671.797/0001-42,8090679,2022-02-25,2022-02-25,,1,True
CONTRATO,2022-01-03,53500.000237/2022-30,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,25.086.034/0001-71,LUCARONI TELECOM LTDA - ME,17.310.450/0001-83,8090679,2022-02-25,2022-02-25,,1,True
CONTRATO,2022-01-03,53500.000239/2022-29,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,25.086.034/0001-71,MATHIAS NET TELECOM LTDA,26.737.421/0001-93,8090679,2022-02-25,2022-02-25,,1,True
CONTRATO,2022-01-03,53500.000242/2022-42,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,25.086.034/0001-71,NETFY TELECOMUNICAÇÕES LTDA,23.233.440/0001-94,8090679,2022-02-25,2022-02-25,,1,True
CONTRATO,2022-01-03,53500.000248/2022-10,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,25.086.034/0001-71,K. G. DOS SANTOS - TELECOMUNICAÇÕES,27.202.615/0001-57,8090679,2022-02-25,2022-02-25,,1,True
CONTRATO,2017-01-04,53500.000324/2017-20,CELG DISTRIBUIÇÃO S.A - CELG D,,ELETROINFOR.INTERNET LTDA - ME,,1101003,2017-01-17,2017-01-17,Processo ANEEL: 48513.034049/2016-00.,1,True
CONTRATO,2017-01-04,53500.000326/2017-19,CELG DISTRIBUIÇÃO S.A - CELG D,,NETWORLD PROVEDOR DE SERVIÇOS DE INTERNET LTDA,,1246588,2017-03-09,2017-03-09,Processo ANEEL: 48513.034048/2016-00.,1,True
CONTRATO,2017-01-04,53500.000327/2017-63,COMPANHIA PIRATININGA DE FORÇA E LUZ - CPFL,,BCNET SERVICOS DE INFORMATICA LTDA,,1106039,2017-01-16,2017-01-16,Processo ANEEL: 48513.032900/2016-00.,1,True
CONTRATO,2017-01-04,53500.000328/2017-16,COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE S/A - COSERN,,A C GOMES ME,,1108258,2017-01-16,2017-01-16,Processo ANEEL: 48513.033794/2016-00.,1,True
CONTRATO,2017-01-04,53500.000329/2017-52,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,I9 PROVEDOR DE INTERNET LTDA - ME,,1102738,2017-01-16,2017-01-16,Processo ANEEL: 48513.034009/2016-00.,1,False
CONTRATO,2017-01-04,53500.000329/2017-52,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,LP PROVEDORA DE INTERNET E INSTALAÇÕES DE REDES TELEFÔNICAS LTDA - ME,,1102738,2017-01-16,2017-01-16,Processo ANEEL: 48513.034009/2016-00.,2,False
CONTRATO,2017-01-04,53500.000329/2017-52,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,MASTER NET WIRELESS INFORMÁTICA LTDA.,,1102738,2017-01-16,2017-01-16,Processo ANEEL: 48513.034009/2016-00.,3,False
CONTRATO,2017-01-04,53500.000329/2017-52,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,VIAVETORIAL TELECOM EIRELI - EPP,,1102738,2017-01-16,2017-01-16,Processo ANEEL: 48513.034009/2016-00.,4,True
CONTRATO,2017-01-04,53500.000330/2017-87,COPEL DISTRIBUIÇÃO S.A.,,ARENA DIGITAL PROVEDOR DE INTERNET LTDA - ME,,1102490,2017-01-17,2017-01-17,Processo ANEEL: 48513.034261/2016-00.,1,True
CONTRATO,2017-01-04,53500.000331/2017-21,COPEL DISTRIBUIÇÃO S.A.,,CARAMBEI ONLINE TELECOM LTDA - ME,,1101732,2017-01-17,2017-01-17,Processo ANEEL: 48513.034262/2016-00.,1,True
CONTRATO,2017-01-04,53500.000332/2017-76,COPEL DISTRIBUIÇÃO S.A.,,CONECTABR SISTEMAS DE COMUNICAÇÕES LTDA,,1101441,2017-01-17,2017-01-17,Processo ANEEL: 48513.034253/2016-00.,1,True
CONTRATO,2017-01-04,53500.000333/2017-11,COPEL DISTRIBUIÇÃO S.A.,,EDSON DA MAIA STEIHEUSER - ME,,1101291,2017-01-17,2017-01-17,Processo ANEEL: 48513.034264/2016-00.,1,True
CONTRATO,2017-01-04,53500.000334/2017-65,COPEL DISTRIBUIÇÃO S.A.,,GMS MULTI SOLUÇÕES LTDA - ME,,1101225,2017-01-17,2017-01-17,Processo ANEEL: 48513.034249/2016-00.,1,True
CONTRATO,2017-01-04,53500.000335/2017-18,ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGISA S.A.,19.527.639/0001-58,ANTENOR CAMPOS PUCHETTI - ME,,1156405,2017-03-07,2017-03-07,Processo ANEEL: 48513.032797/2016-00.,1,True
CONTRATO,2017-01-04,53500.000336/2017-54,ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGISA S.A.,19.527.639/0001-58,MICROPLAN INFORMÁTICA LTDA - EPP,,1156613,2017-03-07,2017-03-07,Processo ANEEL: 48513.032803/2016-00.,1,True
CONTRATO,2017-01-04,53500.000337/2017-07,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,,BILINK TELECOMUNICAÇÕES LTDA - ME,,1098608,2017-01-16,2017-01-16,Processo ANEEL: 48513.032683/2016-00.,1,True
CONTRATO,2017-01-04,53500.000338/2017-43,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,,LUCAS NETWORK INFORMÁTICA - ME,,1098721,2017-01-16,2017-01-16,Processo ANEEL: 48513.032814/2016-00.,1,True
CONTRATO,2017-01-04,53500.000339/2017-98,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,15.413.826/0001-50,DIGITAL NET INTERNET SERVICE PROVIDER LTDA - ME,,1157902,2017-03-07,2017-03-07,Processo ANEEL: 48513.034206/2016-00.,1,True
CONTRATO,2017-01-04,53500.000340/2017-12,ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGISA S.A.,13.017.462/0001-63,SPEED TELECOM LTDA - ME,,1168761,2017-03-07,2017-03-07,Processo ANEEL: 48513.032808/2016-00.,1,True
CONTRATO,2017-01-04,53500.000356/2017-25,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,J CAVALCANTE DE LIMA INFORMÁTICA - ME,,,2017-01-16,2017-01-16,Processo ANEEL: 48513.034693/2016-00.,1,False
CONTRATO,2017-03-06,53500.000356/2017-25,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,10.835.932/0001-08,J CAVALCANTE DE LIMA INFORMÁTICA - ME,,1752175,2017-08-21,2017-08-21,Processo ANEEL: 48513.006363/2016-00.,2,True
CONTRATO,2014-01-08,53500.000380/2014-11,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,MAIS LINK SERVIÇOS DE TELECOMUNICAÇÕES,,164/2014/CPRP/SCP,2014-03-18,2014-03-19,Processo ANEEL: 48500.006982/2013-61.,1,False
CONTRATO,2014-01-08,53500.000380/2014-11,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,SULNET RC INTERNET,,164/2014/CPRP/SCP,2014-03-18,2014-03-19,Processo ANEEL: 48500.006530/2013-80.,2,False
CONTRATO,2014-01-08,53500.000380/2014-11,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,UNIREDES TELECOMUNICAÇÕES,,164/2014/CPRP/SCP,2014-03-18,2014-03-19,Processo ANEEL: 48500.005436/2013-11.,3,True
CONTRATO,2013-12-26,53500.000381/2014-66,COPEL DISTRIBUIÇÃO S.A.,,GGNET TELECOMUNICAÇÕES,,113/2014/CPRP/SCP,2014-02-18,2014-02-18,Processo ANEEL: 48500.006527/2013-66.,1,False
CONTRATO,2013-12-26,53500.000381/2014-66,COPEL DISTRIBUIÇÃO S.A.,,PINHAIS TELECOM,,113/2014/CPRP/SCP,2014-02-18,2014-02-18,Processo ANEEL: 48500.006562/2013-85.,2,False
CONTRATO,2013-12-26,53500.000381/2014-66,COPEL DISTRIBUIÇÃO S.A.,,PROSERV TELECOM,,113/2014/CPRP/SCP,2014-02-18,2014-02-18,Processo ANEEL: 48500.006369/2013-44.,3,False
TERMO ADITIVO 4,2016-01-06,53500.000381/2014-66,COPEL DISTRIBUIÇÃO S.A.,,PROSERV TELECOM,,,2016-03-08,2016-03-08,Processo Aditivo: 53500.000222/2016-23. Processo ANEEL: 48500.006369/2013-44.,4,True
CONTRATO,2019-01-03,53500.000431/2019-10,COMPANHIA HIDRELÉTRICA SÃO PATRÍCIO,,ATA INFORMÁTICA ONLINE LTDA - ME,,3754482,2019-02-05,2019-02-05,,1,True
CONTRATO,2020-01-06,53500.000433/2020-42,EQUATORIAL ENERGIA MARANHÃO,,SPEED CONNECT TECNOLOGIA E EQUIPAMENTO LTDA - ME,10.379.340/0001-29,5444625,2020-04-27,2020-04-27,,1,True
CONTRATO,2019-01-03,53500.000436/2019-42,COMPANHIA HIDRELÉTRICA SÃO PATRÍCIO,,CENTER MEDIA INFORMÁTICA EIRELI - ME,13.340.801/0001-48,3754680,2019-02-05,2019-02-05,,1,True
CONTRATO,2020-01-06,53500.000436/2020-86,EQUATORIAL ENERGIA MARANHÃO,,WJ SANTOS INTERNET,13.455.520/0001-30,5444626,2020-04-27,2020-04-27,,1,True
CONTRATO,2014-12-16,53500.000464/2015-36,AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.,,EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES S/A - EMBRATEL,,2615,2015-03-24,2015-03-24,Processo Aditivo: 485260046162014. Processo ANEEL: 48500.0055696/2014-61.,1,False
CONTRATO,2014-12-16,53500.000464/2015-36,AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.,,AKTO TECNOLOGIA LTDA - ME,,2615,2015-03-24,2015-03-24,Processo Aditivo: 485260046162014. Processo ANEEL: 48500.005570/2014-95.,2,False
CONTRATO,2014-12-16,53500.000464/2015-36,AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.,,AXXESS TELECOMUNICAÇÕES LTDA - ME,,2615,2015-03-24,2015-03-24,Processo Aditivo: 485260046162014. Processo ANEEL: 48500.005570/2014-95.,3,False
CONTRATO,2014-12-16,53500.000464/2015-36,AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.,,JEAN ASSIS SANTOS DE JESUS - ME,,2615,2015-03-24,2015-03-24,Processo Aditivo: 485260046162014. Processo ANEEL: 48500.005570/2014-95.,4,False
CONTRATO,2014-12-16,53500.000464/2015-36,AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.,,LOGIC PRO SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO LTDA - ME,,2615,2015-03-24,2015-03-24,Processo Aditivo: 485260046162014. Processo ANEEL: 48500.005570/2014-95.,5,False
CONTRATO,2014-12-16,53500.000464/2015-36,AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.,,OZÔNIO TELECOMUNICAÇÕES LTDA,,2615,2015-03-24,2015-03-24,Processo Aditivo: 485260046162014. Processo ANEEL: 48500.005570/2014-95.,6,False
CONTRATO,2014-12-16,53500.000464/2015-36,AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.,,VIVO S/A,,2615,2015-03-24,2015-03-24,Processo Aditivo: 485260046162014. Processo ANEEL: 48500.005570/2014-95.,7,False
CONTRATO,2014-12-16,53500.000464/2015-36,AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.,,PROCOMP AMAZÔNIA INDÚSTRIA LTDA,,,2015-03-24,2015-03-24,Processo Aditivo: 485260046162014. Processo ANEEL: 48500.005570/2014-95.,8,False
CONTRATO,2014-12-16,53500.000464/2015-36,AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.,,SOCIEDADE DE DESENVOLVIMENTO CULTURAL DO AMAZONAS LTDA - SODECAM,,,2015-03-24,2015-03-24,Processo Aditivo: 485260046162014. Processo ANEEL: 48500.005570/2014-95.,9,False
CONTRATO,2014-12-16,53500.000464/2015-36,AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.,,NET SERVIÇOS DE COMUNICAÇÃO S/A,,2615,2015-03-24,2015-03-24,Processo Aditivo: 485260046162014. Processo ANEEL: 48500.005570/2014-95.,10,True
CONTRATO,2014-12-23,53500.000465/2015-81,EMPRESA ELÉTRICA BRAGANTINA S.A,,MENDEX NETWORKS TELECOMUNICAÇÕES LTDA - EPP,,38607,2015-09-10,2015-09-24,Processo Aditivo: 485260045502014. Processo ANEEL: 48500.005994/2014-50.,1,True
CONTRATO,2014-12-26,53500.000466/2015-25,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.,61.695.227/0001-93,MEGATELECOM TELECOMUNICAÇÕES S/A,,1134,2015-01-30,2015-01-28,"Processo Aditivo: 48526004706/2014. Processo ANEEL: 48500.006505/20014-87. Despacho de homologação ANEEL: 493, de 27/02/15, publicado em 03/02/15.",1,True
CONTRATO,2014-12-26,53500.000467/2015-70,LIGHT SERVIÇOS DE ELETRICIDADE S.A,60.444.437/0001-46,RIO CABLE SERVIÇOS DE TELECOMUNICAÇÕES LTDA,,1095,2015-01-30,2015-01-28,Processo Aditivo: 48526004706/2014. Processo ANEEL: 48500.006502/2014-43.,1,True
CONTRATO,2020-01-07,53500.000475/2020-83,EQUATORIAL ENERGIA MARANHÃO,,BITMAIL SERVICOS DE INFORMATICA LTDA,12.183.982/0001-83,5444620,2020-04-27,2020-04-27,,1,True
CONTRATO,2020-01-07,53500.000476/2020-28,EQUATORIAL ENERGIA MARANHÃO,,RTI NETWORK LTDA,26.051.012/0001-39,,2020-06-15,2020-06-15,Contrato apenas com páginas ímpares.,1,True
CONTRATO,2020-01-07,53500.000478/2020-17,EQUATORIAL ENERGIA MARANHÃO,,MENDONCA INFORMATICA LTDA ME – FACILNET INFORMATICA,12.919.464/0001-85,5444622,2020-04-27,2020-04-27,,1,True
CONTRATO,2020-01-07,53500.000480/2020-96,EQUATORIAL ENERGIA MARANHÃO,,IPRONTO SOLUCOES TECNOLOGICAS LTDA,,5444623,2020-04-27,2020-04-27,,1,True
CONTRATO,2020-01-07,53500.000484/2020-74,EQUATORIAL ENERGIA MARANHÃO,,EVALDO SOUSA ALVES (FLASH NET),12.486.185/0001-75,,2020-06-18,2020-06-18,Contrato apenas com páginas ímpares.,1,True
CONTRATO,2018-01-08,53500.000562/2018-16,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE,,ALUISIO WENDEL C. DA SILVA INTERNET - ME,17.999.741/0001-20,2334260,2018-02-16,2018-02-16,Processo ANEEL: 48513.020213/2017-00.,1,True
CONTRATO,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,BRASILNET TELECOMUNICAÇÕES LTDA - ME,,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,1,False
CONTRATO,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,C2 TELECOMUNICAÇÕES E SERVIÇOS LTDA,10.914.531/0001-43,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,2,False
CONTRATO,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,CARRARO TELECOM LTDA - ME,15.790.931/0001-08,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,3,False
CONTRATO,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,CYBERVIA INTERNET LTDA - ME,24.168.112/0001-14,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,4,False
CONTRATO,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,ENTRE RIOS SERVIÇOS DE INFORMÁTICA LTDA - ME,23.781.564/0001-04,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,5,False
CONTRATO,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,FARIAS & GNASS LTDA - ME,,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,6,False
CONTRATO,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,FORTUNATO TELECOMUNICAÇÕES EIRELI - ME,20.386.515/0001-89,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,7,False
CONTRATO,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,GAVA INFORMÁTICA LTDA - ME,16.788.487/0001-59,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,8,False
CONTRATO,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,JOELI T. RIBEIRO CIA LTDA - ME,,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,9,False
CONTRATO,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,PRIMETEC PRESTADORA DE SERVIÇOS LTDA - ME,17.621.370/0001-49,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,10,False
CONTRATO,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,VSP INFORMÁTICA LTDA - ME,,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,11,False
CONTRATO,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,K L M SERVIÇOS DE TELECOMUNICAÇÕES LTDA - ME,,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,12,False
TERMO ADITIVO 4,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,ANA PAULA CORDEIRO DE PAULA & CIA LTDA - ME,11.454.073/0001-70,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,13,False
TERMO ADITIVO 5,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,BAÚ & DORL LTDA - ME,,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,14,False
TERMO ADITIVO 2,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,CALAZANS E PASUCH LTDA - ME,11.687.088/0001-88,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,15,False
TERMO ADITIVO 5,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,EVANGELISTA COMUNICAÇÕES LTDA - ME,10.507.495/0001-01,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,16,False
TERMO ADITIVO 6,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,MAURI GASQUEZ PELICAN & CIA LTDA,,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,17,False
TERMO ADITIVO 5,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,NEW OESTE TELECOM DO BRASIL LTDA - ME (WEBGENESYS INFORMÁTICA LTDA - ME),,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,18,False
TERMO ADITIVO 3,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,O. S. J. NET LTDA - ME,,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,19,False
TERMO ADITIVO 1,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,PEDRO LAZARIN FILHO - ME,21.242.734/0001-57,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,20,False
TERMO ADITIVO 10,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,PROSERV TELECOM LTDA - ME,,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,21,False
TERMO ADITIVO 13,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,SUDONET SOLUÇÕES EM TELECOMUNICAÇÕES LTDA - ME,,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,22,False
TERMO ADITIVO 41,2018-01-08,53500.000565/2018-50,COPEL DISTRIBUIÇÃO S.A.,,VSX NETWORKS LTDA,11.543.332/0001-39,2423671,2018-02-28,2018-02-28,Processo ANEEL: 48513.038934/2017-00.,23,True
CONTRATO,2017-01-10,53500.000694/2017-67,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,25.086.034/0001-71,CLEYTON DE SALES COSTA - ME,,1179830,2017-03-14,2017-03-14,Processo ANEEL: 48513.000068/2017-00.,1,False
CONTRATO,2017-01-10,53500.000694/2017-67,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,25.086.034/0001-71,LINE CONECT COMUNICAÇÕES LTDA - ME,,1179830,2017-03-14,2017-03-14,Processo ANEEL: 48513.000068/2017-00.,2,False
CONTRATO,2017-01-10,53500.000694/2017-67,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,25.086.034/0001-71,PRIME SYSTEM INFORMÁTICA LTDA - ME,,1179830,2017-03-14,2017-03-14,Processo ANEEL: 48513.000068/2017-00.,3,False
CONTRATO,2017-01-10,53500.000694/2017-67,ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.,25.086.034/0001-71,S. R. DIAS ALVES - ME,,1179830,2017-03-14,2017-03-14,Processo ANEEL: 48513.000068/2017-00.,4,True
CONTRATO,2024-01-04,53500.000758/2024-59,ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.,,BASE ADMINISTRATIVA DO CURADO,31.543.958/0001-52,11591426,2024-03-11,2024-03-11,Não é prestadora de telecom,1,True
CONTRATO,2024-01-04,53500.000762/2024-17,ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.,,NSF SERVIÇOS EM INTERNET LTDA,37.234.866/0001-77,11584967,2024-03-04,2024-03-04,,1,True
CONTRATO,2024-01-04,53500.000766/2024-03,ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.,,WAGNER BARBOSA DA COSTA,26.314.531/0001-42,11584967,2024-03-04,2024-03-04,,1,True
CONTRATO,2019-01-07,53500.000771/2019-41,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,BLUE3 TECNOLOGIA EIRELI,19.648.136/0001-30,3869231,2019-03-28,2019-03-28,,1,True
CONTRATO,2019-01-07,53500.000784/2019-10,COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D,,RENOVARE TELECOM EIRELI,12.986.960/0001-51,4009906,2019-04-25,2019-04-25,,1,True
CONTRATO,2014-12-26,53500.000852/2015-17,CEMIG DISTRIBUIÇÃO S.A.,,ACX TELECOM LTDA,,1306,2015-02-04,2015-02-09,"Processo Aditivo: 48526.004706/2014. Processo ANEEL: 48500.006508/2014-11. Despacho de homologação ANEEL: 2.021, de 22/06/15, publicado em 23/06/15.",1,False
CONTRATO,2014-12-26,53500.000852/2015-17,CEMIG DISTRIBUIÇÃO S.A.,,ALLAN INFORMÁTICA LTDA,,1306,2015-02-04,2015-02-09,"Processo Aditivo: 48526.004706/2014. Processo ANEEL: 48500.006508/2014-11. Despacho de homologação ANEEL: 2.021, de 22/06/15, publicado em 23/06/15.",2,False
CONTRATO,2014-12-26,53500.000852/2015-17,CEMIG DISTRIBUIÇÃO S.A.,,ANDRADE & LANDIM TELECOMUNICAÇÕES LTDA,,1306,2015-02-04,2015-02-09,"Processo Aditivo: 48526.004706/2014. Processo ANEEL: 48500.006508/2014-11. Despacho de homologação ANEEL: 2.021, de 22/06/15, publicado em 23/06/15.",3,False
CONTRATO,2014-12-26,53500.000852/2015-17,CEMIG DISTRIBUIÇÃO S.A.,,BRITIS TELECOM LTDA,,1306,2015-02-04,2015-02-09,"Processo Aditivo: 48526.004706/2014. Processo ANEEL: 48500.006508/2014-11. Despacho de homologação ANEEL: 2.021, de 22/06/15, publicado em 23/06/15.",4,False
CONTRATO,2014-12-26,53500.000852/2015-17,CEMIG DISTRIBUIÇÃO S.A.,,CENTER PRESTADORA DE SERVIÇOS LTDA,,1306,2015-02-04,2015-02-09,"Processo Aditivo: 48526.004706/2014. Processo ANEEL: 48500.006508/2014-11. Despacho de homologação ANEEL: 2.021, de 22/06/15, publicado em 23/06/15.",5,False
CONTRATO,2014-12-26,53500.000852/2015-17,CEMIG DISTRIBUIÇÃO S.A.,,CENTURY TELECOM LTDA,,1306,2015-02-04,2015-02-09,"Processo Aditivo: 48526.004706/2014. Processo ANEEL: 48500.006508/2014-11. Despacho de homologação ANEEL: 2.021, de 22/06/15, publicado em 23/06/15.",6,False
CONTRATO,2014-12-26,53500.000852/2015-17,CEMIG DISTRIBUIÇÃO S.A.,,CONECTA NET TELECOMUNICAÇÕES LTDA,,1306,2015-02-04,2015-02-09,"Processo Aditivo: 48526.004706/2014. Processo ANEEL: 48500.006508/2014-11. Despacho de homologação ANEEL: 2.021, de 22/06/15, publicado em 23/06/15.",7,False
CONTRATO,2014-12-26,53500.000852/2015-17,CEMIG DISTRIBUIÇÃO S.A.,,CONECTA MINAS TELECOM LTDA,,1306,2015-02-04,2015-02-09,"Processo Aditivo: 48526.004706/2014. Processo ANEEL: 48500.006508/2014-11. Despacho de homologação ANEEL: 2.021, de 22/06/15, publicado em 23/06/15.",8,False
CONTRATO,2014-12-26,53500.000852/2015-17,CEMIG DISTRIBUIÇÃO S.A.,,CONECTE TELECOMUNICAÇÕES LTDA,,1306,2015-02-04,2015-02-09,"Processo Aditivo: 48526.004706/2014. Processo ANEEL: 48500.006508/2014-11. Despacho de homologação ANEEL: 2.021, de 22/06/15, publicado em 23/06/15.",9,False
CONTRATO,2014-12-26,53500.000852/2015-17,CEMIG DISTRIBUIÇÃO S.A.,,CONECTIVA INFORMÁTICA E TELECOMUNICAÇÕES LTDA,,1306,2015-02-04,2015-02-09,"Processo Aditivo: 48526.004706/2014. Processo ANEEL: 48500.006508/2014-11. Despacho de homologação ANEEL: 2.021, de 22/06/15, publicado em 23/06/15.",10,False
