PROCESSO_ANATEL;PROTOCOLO_DATA;ACORDO_TIPO;PRESTADORA_1_CNPJ;PRESTADORA_1;SERVICO_1;MODALIDADE_STFC_1;PRESTADORA_2_CNPJ;PRESTADORA_2;SERVICO_2;MODALIDADE_STFC_2;DESPACHO_DECISORIO_SEI;DESPACHO_DECISORIO_DATA;CONCLUSAO_DATA;OBSERVACAO
53500.000744/2013-82;09/01/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LDN;09177971000186;AUE PROVEDOR DE INTERNET LTDA;171;LDN;1987;21/03/2013;17/05/2013;Classe: I-912. Localização: ARQUIVO SETORIAL.
53500.000744/2013-82;09/01/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LDN;09177971000186;AUE PROVEDOR DE INTERNET LTDA;171;LOCAL;1987;21/03/2013;17/05/2013;Classe: I-912. Localização: ARQUIVO SETORIAL.
53500.000744/2013-82;09/01/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;09177971000186;AUE PROVEDOR DE INTERNET LTDA;171;LDI;1987;21/03/2013;17/05/2013;Classe: I-912. Localização: ARQUIVO SETORIAL.
53500.000744/2013-82;09/01/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;09177971000186;AUE PROVEDOR DE INTERNET LTDA;171;LDN;1987;21/03/2013;17/05/2013;Classe: I-912. Localização: ARQUIVO SETORIAL.
53500.000744/2013-82;09/01/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;09177971000186;AUE PROVEDOR DE INTERNET LTDA;171;LOCAL;1987;21/03/2013;17/05/2013;Classe: I-912. Localização: ARQUIVO SETORIAL.
53500.001188/2013-61;09/01/2013;NÃO INFORMADO;04206050000180;TIM CELULAR S.A.;171;LDI;05236051000211;OPCAONET INFORMATICA LTDA - EPP;171;LOCAL;5243;31/10/2013;01/11/2013;Classe: I-919.
53500.001188/2013-61;09/01/2013;NÃO INFORMADO;04206050000180;TIM CELULAR S.A.;171;LDN;05236051000211;OPCAONET INFORMATICA LTDA - EPP;171;LOCAL;5243;31/10/2013;01/11/2013;Classe: I-919.
53500.001155/2013-11;10/01/2013;NÃO INFORMADO;04206050000180;TIM CELULAR S.A.;171;LDI;11281004000101;PORTO SEGURO TELECOMUNICACOES LTDA;010;;1806;14/03/2013;17/05/2013;Classe: II-647. Localização: ARQUIVO SETORIAL.
53500.001155/2013-11;10/01/2013;NÃO INFORMADO;04206050000180;TIM CELULAR S.A.;171;LDN;11281004000101;PORTO SEGURO TELECOMUNICACOES LTDA;010;;1806;14/03/2013;17/05/2013;Classe: II-647. Localização: ARQUIVO SETORIAL.
53500.002099/2013-32;14/01/2013;NÃO INFORMADO;40432544000147;CLARO S.A.;010;;08316162000145;EAI TELECOMUNICAÇÕES LTDA;171;LDI;2615;19/04/2013;17/05/2013;Classe: II-651. Localização: ARQUIVO SETORIAL.
53500.002099/2013-32;14/01/2013;NÃO INFORMADO;40432544000147;CLARO S.A.;010;;08316162000145;EAI TELECOMUNICAÇÕES LTDA;171;LDN;2615;19/04/2013;17/05/2013;Classe: II-651. Localização: ARQUIVO SETORIAL.
53500.002099/2013-32;14/01/2013;NÃO INFORMADO;40432544000147;CLARO S.A.;010;;08316162000145;EAI TELECOMUNICAÇÕES LTDA;171;LOCAL;2615;19/04/2013;17/05/2013;Classe: II-651. Localização: ARQUIVO SETORIAL.
53500.002269/2013-89;14/01/2013;NÃO INFORMADO;71208516000174;ALGAR TELECOM S/A;171;LDI;10552549000142;LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA - EPP;171;LDI;3337;25/06/2013;26/06/2013;Classe: I-884. Localização: ARQUIVO SETORIAL.
53500.002269/2013-89;14/01/2013;NÃO INFORMADO;71208516000174;ALGAR TELECOM S/A;171;LDI;10552549000142;LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA - EPP;171;LDN;3337;25/06/2013;26/06/2013;Classe: I-884. Localização: ARQUIVO SETORIAL.
53500.002269/2013-89;14/01/2013;NÃO INFORMADO;71208516000174;ALGAR TELECOM S/A;171;LDI;10552549000142;LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA - EPP;171;LOCAL;3337;25/06/2013;26/06/2013;Classe: I-884. Localização: ARQUIVO SETORIAL.
53500.002269/2013-89;14/01/2013;NÃO INFORMADO;71208516000174;ALGAR TELECOM S/A;171;LDN;10552549000142;LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA - EPP;171;LDI;3337;25/06/2013;26/06/2013;Classe: I-884. Localização: ARQUIVO SETORIAL.
53500.002269/2013-89;14/01/2013;NÃO INFORMADO;71208516000174;ALGAR TELECOM S/A;171;LDN;10552549000142;LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA - EPP;171;LDN;3337;25/06/2013;26/06/2013;Classe: I-884. Localização: ARQUIVO SETORIAL.
53500.002269/2013-89;14/01/2013;NÃO INFORMADO;71208516000174;ALGAR TELECOM S/A;171;LDN;10552549000142;LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA - EPP;171;LOCAL;3337;25/06/2013;26/06/2013;Classe: I-884. Localização: ARQUIVO SETORIAL.
53500.002269/2013-89;14/01/2013;NÃO INFORMADO;71208516000174;ALGAR TELECOM S/A;171;LOCAL;10552549000142;LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA - EPP;171;LDI;3337;25/06/2013;26/06/2013;Classe: I-884. Localização: ARQUIVO SETORIAL.
53500.002269/2013-89;14/01/2013;NÃO INFORMADO;71208516000174;ALGAR TELECOM S/A;171;LOCAL;10552549000142;LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA - EPP;171;LDN;3337;25/06/2013;26/06/2013;Classe: I-884. Localização: ARQUIVO SETORIAL.
53500.002269/2013-89;14/01/2013;NÃO INFORMADO;71208516000174;ALGAR TELECOM S/A;171;LOCAL;10552549000142;LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA - EPP;171;LOCAL;3337;25/06/2013;26/06/2013;Classe: I-884. Localização: ARQUIVO SETORIAL.
53500.001156/2013-66;16/01/2013;NÃO INFORMADO;02421421000111;TIM S A;171;LOCAL;11281004000101;PORTO SEGURO TELECOMUNICACOES LTDA;010;;1807;14/03/2013;17/05/2013;Classe: II-648. Localização: ARQUIVO SETORIAL.
53500.001193/2013-74;16/01/2013;NÃO INFORMADO;04206050000180;TIM CELULAR S.A.;171;LDI;39495486000111;DATORA TELECOMUNICACOES LTDA;010;;2084;27/03/2013;17/05/2013;Classe: II-646. Localização: ARQUIVO SETORIAL.
53500.001193/2013-74;16/01/2013;NÃO INFORMADO;04206050000180;TIM CELULAR S.A.;171;LDN;39495486000111;DATORA TELECOMUNICACOES LTDA;010;;2084;27/03/2013;17/05/2013;Classe: II-646. Localização: ARQUIVO SETORIAL.
53500.001798/2013-65;16/01/2013;CONTRATO;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S. A.;171;LDI;79956793000177;A. K. OKAMOTO - SERVICOS PARA PROVEDORES DE INTERNET;171;LOCAL;3956;09/08/2013;15/08/2013;Classe: I-927.
53500.001798/2013-65;16/01/2013;CONTRATO;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S. A.;171;LDN;79956793000177;A. K. OKAMOTO - SERVICOS PARA PROVEDORES DE INTERNET;171;LOCAL;3956;09/08/2013;15/08/2013;Classe: I-927.
53500.001793/2013-32;17/01/2013;NÃO INFORMADO;04206050000180;TIM CELULAR S.A.;010;;08362807000186;SIMTERNET TECNOLOGIA DA INFORMACAO LTDA ME;171;LOCAL;1798;14/03/2013;17/05/2013;Classe: II-649. Localização: ARQUIVO SETORIAL.
53500.001795/2013-21;17/01/2013;NÃO INFORMADO;02421421000111;TIM S A;171;LOCAL;08362807000186;SIMTERNET TECNOLOGIA DA INFORMACAO LTDA ME;171;LOCAL;1804;14/03/2013;17/05/2013;Classe: I-925. Localização: ARQUIVO SETORIAL.
53500.001366/2013-54;17/01/2013;CONTRATO;18384930000151;Datora Mobile Telecomunicacoes S.a.;010;;04206050000180;TIM CELULAR S.A.;010;;3960;09/08/2013;15/08/2013;Classe: IV.
53500.001327/2013-57;17/01/2013;CONTRATO;11281004000101;PORTO SEGURO TELECOMUNICACOES LTDA;010;;04206050000180;TIM CELULAR S.A.;010;;4105;20/08/2013;21/08/2013;Classe: IV.
53500.002285/2013-71;23/01/2013;NÃO INFORMADO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;09446842000146;HIT TELECOMUNICACOES LTDA.;171;LDI;2748;25/04/2013;17/05/2013;Classe: I-930. Localização: ARQUIVO SETORIAL.
53500.002285/2013-71;23/01/2013;NÃO INFORMADO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;09446842000146;HIT TELECOMUNICACOES LTDA.;171;LDN;2748;25/04/2013;17/05/2013;Classe: I-930. Localização: ARQUIVO SETORIAL.
53500.002285/2013-71;23/01/2013;NÃO INFORMADO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;09446842000146;HIT TELECOMUNICACOES LTDA.;171;LOCAL;2748;25/04/2013;17/05/2013;Classe: I-930. Localização: ARQUIVO SETORIAL.
53500.002285/2013-71;23/01/2013;NÃO INFORMADO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;09446842000146;HIT TELECOMUNICACOES LTDA.;171;LDI;2748;25/04/2013;17/05/2013;Classe: I-930. Localização: ARQUIVO SETORIAL.
53500.002285/2013-71;23/01/2013;NÃO INFORMADO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;09446842000146;HIT TELECOMUNICACOES LTDA.;171;LDN;2748;25/04/2013;17/05/2013;Classe: I-930. Localização: ARQUIVO SETORIAL.
53500.002285/2013-71;23/01/2013;NÃO INFORMADO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;09446842000146;HIT TELECOMUNICACOES LTDA.;171;LOCAL;2748;25/04/2013;17/05/2013;Classe: I-930. Localização: ARQUIVO SETORIAL.
53500.002285/2013-71;23/01/2013;NÃO INFORMADO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;09446842000146;HIT TELECOMUNICACOES LTDA.;171;LDI;2748;25/04/2013;17/05/2013;Classe: I-930. Localização: ARQUIVO SETORIAL.
53500.002285/2013-71;23/01/2013;NÃO INFORMADO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;09446842000146;HIT TELECOMUNICACOES LTDA.;171;LDN;2748;25/04/2013;17/05/2013;Classe: I-930. Localização: ARQUIVO SETORIAL.
53500.002285/2013-71;23/01/2013;NÃO INFORMADO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;09446842000146;HIT TELECOMUNICACOES LTDA.;171;LOCAL;2748;25/04/2013;17/05/2013;Classe: I-930. Localização: ARQUIVO SETORIAL.
53500.002283/2013-82;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;04263321000130;IPE INFORMATICA LTDA;171;LDI;3323;24/06/2013;02/07/2013;Classe: I-928. Localização: ARQUIVO SETORIAL.
53500.002283/2013-82;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;04263321000130;IPE INFORMATICA LTDA;171;LDN;3323;24/06/2013;02/07/2013;Classe: I-928. Localização: ARQUIVO SETORIAL.
53500.002283/2013-82;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;04263321000130;IPE INFORMATICA LTDA;171;LOCAL;3323;24/06/2013;02/07/2013;Classe: I-928. Localização: ARQUIVO SETORIAL.
53500.002283/2013-82;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;04263321000130;IPE INFORMATICA LTDA;171;LDI;3323;24/06/2013;02/07/2013;Classe: I-928. Localização: ARQUIVO SETORIAL.
53500.002283/2013-82;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;04263321000130;IPE INFORMATICA LTDA;171;LDN;3323;24/06/2013;02/07/2013;Classe: I-928. Localização: ARQUIVO SETORIAL.
53500.002283/2013-82;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;04263321000130;IPE INFORMATICA LTDA;171;LOCAL;3323;24/06/2013;02/07/2013;Classe: I-928. Localização: ARQUIVO SETORIAL.
53500.002283/2013-82;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;04263321000130;IPE INFORMATICA LTDA;171;LDI;3323;24/06/2013;02/07/2013;Classe: I-928. Localização: ARQUIVO SETORIAL.
53500.002283/2013-82;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;04263321000130;IPE INFORMATICA LTDA;171;LDN;3323;24/06/2013;02/07/2013;Classe: I-928. Localização: ARQUIVO SETORIAL.
53500.002283/2013-82;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;04263321000130;IPE INFORMATICA LTDA;171;LOCAL;3323;24/06/2013;02/07/2013;Classe: I-928. Localização: ARQUIVO SETORIAL.
53500.002284/2013-27;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;08022054000160;OSTARA TELECOMUNICACOES LTDA.;171;LDI;3321;24/06/2013;02/07/2013;Classe: I-929. Localização: ARQUIVO SETORIAL.
53500.002284/2013-27;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;08022054000160;OSTARA TELECOMUNICACOES LTDA.;171;LDN;3321;24/06/2013;02/07/2013;Classe: I-929. Localização: ARQUIVO SETORIAL.
53500.002284/2013-27;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDI;08022054000160;OSTARA TELECOMUNICACOES LTDA.;171;LOCAL;3321;24/06/2013;02/07/2013;Classe: I-929. Localização: ARQUIVO SETORIAL.
53500.002284/2013-27;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;08022054000160;OSTARA TELECOMUNICACOES LTDA.;171;LDI;3321;24/06/2013;02/07/2013;Classe: I-929. Localização: ARQUIVO SETORIAL.
53500.002284/2013-27;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;08022054000160;OSTARA TELECOMUNICACOES LTDA.;171;LDN;3321;24/06/2013;02/07/2013;Classe: I-929. Localização: ARQUIVO SETORIAL.
53500.002284/2013-27;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LDN;08022054000160;OSTARA TELECOMUNICACOES LTDA.;171;LOCAL;3321;24/06/2013;02/07/2013;Classe: I-929. Localização: ARQUIVO SETORIAL.
53500.002284/2013-27;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;08022054000160;OSTARA TELECOMUNICACOES LTDA.;171;LDI;3321;24/06/2013;02/07/2013;Classe: I-929. Localização: ARQUIVO SETORIAL.
53500.002284/2013-27;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;08022054000160;OSTARA TELECOMUNICACOES LTDA.;171;LDN;3321;24/06/2013;02/07/2013;Classe: I-929. Localização: ARQUIVO SETORIAL.
53500.002284/2013-27;23/01/2013;CONTRATO;03420926000124;GLOBAL VILLAGE TELECOM LTDA;171;LOCAL;08022054000160;OSTARA TELECOMUNICACOES LTDA.;171;LOCAL;3321;24/06/2013;02/07/2013;Classe: I-929. Localização: ARQUIVO SETORIAL.
53500.002717/2013-44;24/01/2013;NÃO INFORMADO;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S. A.;171;LOCAL;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LOCAL;2086;27/03/2013;17/05/2013;Classe: I-932. Localização: ARQUIVO SETORIAL.
53500.002503/2013-78;30/01/2013;NÃO INFORMADO;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S. A.;171;LDI;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LOCAL;2087;27/03/2013;17/05/2013;Classe: I-931. Localização: ARQUIVO SETORIAL.
53500.002503/2013-78;30/01/2013;NÃO INFORMADO;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S. A.;171;LDN;66624776000190;ORANGE BUSINESS SERVICES BRASIL LTDA.;171;LOCAL;2087;27/03/2013;17/05/2013;Classe: I-931. Localização: ARQUIVO SETORIAL.
53500.003507/2013-73;07/02/2013;NÃO INFORMADO;02449992000164;VIVO S.A.;010;;08170849000115;Desktop S.A;171;LDI;1989;21/03/2013;17/05/2013;Classe: II-653. Localização: ARQUIVO SETORIAL.
53500.003507/2013-73;07/02/2013;NÃO INFORMADO;02449992000164;VIVO S.A.;010;;08170849000115;Desktop S.A;171;LDN;1989;21/03/2013;17/05/2013;Classe: II-653. Localização: ARQUIVO SETORIAL.
53500.003507/2013-73;07/02/2013;NÃO INFORMADO;02449992000164;VIVO S.A.;010;;08170849000115;Desktop S.A;171;LOCAL;1989;21/03/2013;17/05/2013;Classe: II-653. Localização: ARQUIVO SETORIAL.
53500.003928/2013-02;07/02/2013;NÃO INFORMADO;02449992000164;VIVO S.A.;010;;11281004000101;PORTO SEGURO TELECOMUNICACOES LTDA;010;;3459;08/07/2013;10/07/2013;Classe: IV. Localização: SCP/NÚCLEO.
53500.003506/2013-29;15/02/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LDI;08170849000115;Desktop S.A;171;LDI;1990;21/03/2013;17/05/2013;Classe: I-933. Localização: ARQUIVO SETORIAL.
53500.003506/2013-29;15/02/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LDI;08170849000115;Desktop S.A;171;LDN;1990;21/03/2013;17/05/2013;Classe: I-933. Localização: ARQUIVO SETORIAL.
53500.003506/2013-29;15/02/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LDI;08170849000115;Desktop S.A;171;LOCAL;1990;21/03/2013;17/05/2013;Classe: I-933. Localização: ARQUIVO SETORIAL.
53500.003506/2013-29;15/02/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LDN;08170849000115;Desktop S.A;171;LDI;1990;21/03/2013;17/05/2013;Classe: I-933. Localização: ARQUIVO SETORIAL.
53500.003506/2013-29;15/02/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LDN;08170849000115;Desktop S.A;171;LDN;1990;21/03/2013;17/05/2013;Classe: I-933. Localização: ARQUIVO SETORIAL.
53500.003506/2013-29;15/02/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LDN;08170849000115;Desktop S.A;171;LOCAL;1990;21/03/2013;17/05/2013;Classe: I-933. Localização: ARQUIVO SETORIAL.
53500.003506/2013-29;15/02/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;08170849000115;Desktop S.A;171;LDI;1990;21/03/2013;17/05/2013;Classe: I-933. Localização: ARQUIVO SETORIAL.
53500.003506/2013-29;15/02/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;08170849000115;Desktop S.A;171;LDN;1990;21/03/2013;17/05/2013;Classe: I-933. Localização: ARQUIVO SETORIAL.
53500.003506/2013-29;15/02/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;08170849000115;Desktop S.A;171;LOCAL;1990;21/03/2013;17/05/2013;Classe: I-933. Localização: ARQUIVO SETORIAL.
53500.003499/2013-65;15/02/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;11281004000101;PORTO SEGURO TELECOMUNICACOES LTDA;010;;3597;16/07/2013;18/07/2013;Classe: II-652. Localização: SCP/NÚCLEO.
53500.003499/2013-65;15/02/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;11281004000101;PORTO SEGURO TELECOMUNICACOES LTDA;010;;3597;16/07/2013;18/07/2013;Classe: II-652. Localização: SCP/NÚCLEO.
53500.003499/2013-65;15/02/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;11281004000101;PORTO SEGURO TELECOMUNICACOES LTDA;010;;3597;16/07/2013;18/07/2013;Classe: II-652. Localização: SCP/NÚCLEO.
53500.006235/2013-63;11/03/2013;NÃO INFORMADO;02449992000164;VIVO S.A.;010;;05684180000191;Companhia Itabirana de Telecomunicacoes Ltda;171;LDI;2616;19/04/2013;17/05/2013;Classe: II-655. Localização: ARQUIVO SETORIAL.
53500.006235/2013-63;11/03/2013;NÃO INFORMADO;02449992000164;VIVO S.A.;010;;05684180000191;Companhia Itabirana de Telecomunicacoes Ltda;171;LDN;2616;19/04/2013;17/05/2013;Classe: II-655. Localização: ARQUIVO SETORIAL.
53500.006235/2013-63;11/03/2013;NÃO INFORMADO;02449992000164;VIVO S.A.;010;;05684180000191;Companhia Itabirana de Telecomunicacoes Ltda;171;LOCAL;2616;19/04/2013;17/05/2013;Classe: II-655. Localização: ARQUIVO SETORIAL.
53500.006239/2013-41;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;05684180000191;Companhia Itabirana de Telecomunicacoes Ltda;171;LDI;3534;12/07/2013;15/07/2013;Classe: I-934. Localização: ARQUIVO SETORIAL.
53500.006239/2013-41;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;05684180000191;Companhia Itabirana de Telecomunicacoes Ltda;171;LDN;3534;12/07/2013;15/07/2013;Classe: I-934. Localização: ARQUIVO SETORIAL.
53500.006239/2013-41;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;05684180000191;Companhia Itabirana de Telecomunicacoes Ltda;171;LOCAL;3534;12/07/2013;15/07/2013;Classe: I-934. Localização: ARQUIVO SETORIAL.
53500.006239/2013-41;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;05684180000191;Companhia Itabirana de Telecomunicacoes Ltda;171;LDI;3534;12/07/2013;15/07/2013;Classe: I-934. Localização: ARQUIVO SETORIAL.
53500.006239/2013-41;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;05684180000191;Companhia Itabirana de Telecomunicacoes Ltda;171;LDN;3534;12/07/2013;15/07/2013;Classe: I-934. Localização: ARQUIVO SETORIAL.
53500.006239/2013-41;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;05684180000191;Companhia Itabirana de Telecomunicacoes Ltda;171;LOCAL;3534;12/07/2013;15/07/2013;Classe: I-934. Localização: ARQUIVO SETORIAL.
53500.006239/2013-41;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;05684180000191;Companhia Itabirana de Telecomunicacoes Ltda;171;LDI;3534;12/07/2013;15/07/2013;Classe: I-934. Localização: ARQUIVO SETORIAL.
53500.006239/2013-41;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;05684180000191;Companhia Itabirana de Telecomunicacoes Ltda;171;LDN;3534;12/07/2013;15/07/2013;Classe: I-934. Localização: ARQUIVO SETORIAL.
53500.006239/2013-41;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;05684180000191;Companhia Itabirana de Telecomunicacoes Ltda;171;LOCAL;3534;12/07/2013;15/07/2013;Classe: I-934. Localização: ARQUIVO SETORIAL.
53500.006180/2013-91;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;04263321000130;IPE INFORMATICA LTDA;171;LDI;3653;22/07/2013;23/07/2013;Classe: I-935.
53500.006180/2013-91;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;04263321000130;IPE INFORMATICA LTDA;171;LDN;3653;22/07/2013;23/07/2013;Classe: I-935.
53500.006180/2013-91;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDI;04263321000130;IPE INFORMATICA LTDA;171;LOCAL;3653;22/07/2013;23/07/2013;Classe: I-935.
53500.006180/2013-91;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;04263321000130;IPE INFORMATICA LTDA;171;LDI;3653;22/07/2013;23/07/2013;Classe: I-935.
53500.006180/2013-91;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;04263321000130;IPE INFORMATICA LTDA;171;LDN;3653;22/07/2013;23/07/2013;Classe: I-935.
53500.006180/2013-91;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LDN;04263321000130;IPE INFORMATICA LTDA;171;LOCAL;3653;22/07/2013;23/07/2013;Classe: I-935.
53500.006180/2013-91;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;04263321000130;IPE INFORMATICA LTDA;171;LDI;3653;22/07/2013;23/07/2013;Classe: I-935.
53500.006180/2013-91;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;04263321000130;IPE INFORMATICA LTDA;171;LDN;3653;22/07/2013;23/07/2013;Classe: I-935.
53500.006180/2013-91;11/03/2013;CONTRATO;02558157000162;Telefonica Brasil S.a.;171;LOCAL;04263321000130;IPE INFORMATICA LTDA;171;LOCAL;3653;22/07/2013;23/07/2013;Classe: I-935.
53500.006107/2013-10;14/03/2013;NÃO INFORMADO;02449992000164;VIVO S.A.;010;;04263321000130;IPE INFORMATICA LTDA;171;LOCAL;3723;29/07/2013;30/07/2013;Classe: II-654. Localização: ARMÁRIO.
53500.007369/2013-00;15/03/2013;NÃO INFORMADO;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S. A.;171;LDI;73972002000116;Brfibra Telecomunicacoes Ltda;171;LOCAL;3455;08/07/2013;10/07/2013;Classe: I-940. Localização: ARQUIVO SETORIAL.
53500.007369/2013-00;15/03/2013;NÃO INFORMADO;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S. A.;171;LDN;73972002000116;Brfibra Telecomunicacoes Ltda;171;LOCAL;3455;08/07/2013;10/07/2013;Classe: I-940. Localização: ARQUIVO SETORIAL.
53500.007369/2013-00;15/03/2013;NÃO INFORMADO;33530486000129;EMPRESA BRASILEIRA DE TELECOMUNICACOES S. A.;171;LOCAL;73972002000116;Brfibra Telecomunicacoes Ltda;171;LOCAL;3455;08/07/2013;10/07/2013;Classe: I-940. Localização: ARQUIVO SETORIAL.
53500.007365/2013-13;21/03/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LDI;12538334000100;VIAFIBRA TELECOMUNICACOES LTDA;171;LDI;2612;19/04/2013;17/05/2013;Classe: I-941. Localização: ARQUIVO SETORIAL.
53500.007365/2013-13;21/03/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LDI;12538334000100;VIAFIBRA TELECOMUNICACOES LTDA;171;LDN;2612;19/04/2013;17/05/2013;Classe: I-941. Localização: ARQUIVO SETORIAL.
53500.007365/2013-13;21/03/2013;NÃO INFORMADO;02558157000162;Telefonica Brasil S.a.;171;LDI;12538334000100;VIAFIBRA TELECOMUNICACOES LTDA;171;LOCAL;2612;19/04/2013;17/05/2013;Classe: I-941. Localização: ARQUIVO SETORIAL.
