ACORDO_TIPO;PROTOCOLO_DATA;PROCESSO_ANATEL;PRESTADORA_ORIGEM;PRESTADORA_ORIGEM_CNPJ;CREDENCIADA;CREDENCIADA_CNPJ;VIGENCIA_DATA_FIM;PROCESSO_DESCREDENCIAMENTO;OBSERVACAO;DESPACHO_DECISORIO_SEI;DESPACHO_DECISORIO_DATA;CONCLUSAO_DATA
ADITIVO;14/08/2023;53500.037835/2020-01;Telefonica Brasil S.a.;02558157000162;DESKTOP INTERNET LTDA;09666183001044;01/05/2025;53500.037835/2020-01;2º Aditivo;00000010764407;08/09/2023;08/09/2023
ADITIVO;21/08/2023;53500.069427/2023-52;SURF TELECOM SA;10455746000143;Ampernet - Telecomunicacoes Ltda;04596419000109;VIGENTE;;1º Aditivo;00000010767353;08/09/2023;08/09/2023
CONTRATO;21/08/2023;53500.076512/2023-77;SURF TELECOM SA;10455746000143;NOVA ERA TELECOMUNICAÇÕES SERVIÇOS DE INTERNET LTDA;31300236000177;VIGENTE;;Não identificado;00000010882352;26/09/2023;26/09/2023
ADITIVO;28/09/2023;53500.032411/2023-94;SURF TELECOM SA;10455746000143;TIP NACIONAL TELECOM LTDA (EX-TVN);07335723000190;VIGENTE;;Não identificado;00000010987708;16/10/2023;16/10/2023
ADITIVO;18/10/2023;53500.025367/2020-13;SURF TELECOM SA;10455746000143;PLAY MÓVEL LTDA;44255627000169;VIGENTE;;13º e 14º Aditivos;00000011238286;28/12/2023;28/12/2023
CONTRATO;22/10/2023;53500.095588/2023-00;Next Level Telecom Ltda.;20877748000184;QUECTEL BRASIL COMÉRCIO DE PRODUTOS DE TELECOMUNICAÇÕES LTDA;30466489000152;VIGENTE;;Não identificado;00000011198465;30/11/2023;30/11/2023
CONTRATO;29/10/2023;53500.097778/2023-53;ALGAR TELECOM S/A;71208516000174;NUH! DIGITAL LTDA;29556286000178;VIGENTE;;Não identificado;00000011345538;12/01/2024;12/01/2024
ADITIVO;08/11/2023;53500.060891/2017-35;CLARO S.A.;40432544000147;DEUTSCHE TELEKOM GLOBAL BUSINESS SOLUTIONS BRASIL LTDA;04501314000129;VIGENTE;;2º Aditivo;00000011224242;11/12/2023;11/12/2023
ADITIVO;08/11/2023;53500.060891/2017-35;CLARO S.A.;40432544000147;DEUTSCHE TELEKOM GLOBAL BUSINESS SOLUTIONS BRASIL LTDA;04501314000129;VIGENTE;;3º Aditivo - Mudou nome empresarial;00000011224242;11/12/2023;11/12/2023
ADITIVO;08/11/2023;53500.060891/2017-35;CLARO S.A.;40432544000147;DEUTSCHE TELEKOM GLOBAL BUSINESS SOLUTIONS BRASIL LTDA;04501314000129;VIGENTE;;4º Aditivo;00000011224242;11/12/2023;11/12/2023
CONTRATO;08/11/2023;53500.100499/2023-84;SURF TELECOM SA;10455746000143;TCONNECT TELECOMUNICAÇÕES LTDA;53558593000172;VIGENTE;;Não identificado;00000011231095;11/12/2023;11/12/2023
CONTRATO;07/12/2023;53500.109559/2023-24;SURF TELECOM SA;10455746000143;SAFE TELECOM S.A.;39380518000133;VIGENTE;;Não identificado;00000011494006;15/02/2024;15/02/2024
CONTRATO;11/12/2023;53500.110232/2023-03;SURF TELECOM SA;10455746000143;GIESECKE+DEVRIENT MOBILE SECURITY TCD BRASIL LTDA;46460360000177;VIGENTE;;Não identificado;00000011357831;12/01/2024;12/01/2024
CONTRATO;09/01/2024;53500.002003/2024-99;SURF TELECOM SA;10455746000143;OPÇÃO TELECOM TELECOMUNICAÇÕES S.A.;05236051000130;VIGENTE;;Não identificado;00000011415830;29/01/2024;29/01/2024
ADITIVO;09/01/2024;53500.022701/2023-20;SURF TELECOM SA;10455746000143;ARTHUR LUNDGREN TECIDOS S.A. - CASAS PERNAMBUCANAS;61099834000190;VIGENTE;;1º Aditivo;00000011392300;22/01/2024;22/01/2024
ADITIVO;09/01/2024;53500.017857/2021-27;SURF TELECOM SA;10455746000143;VEX TELECOMUNICAÇÕES LTDA;52967152000161;19/03/2025;53500.017857/2021-27;3º Aditivo - Nova CREDENCIADA;00000011443452;14/02/2024;14/02/2024
CONTRATO;12/01/2024;53500.002748/2024-58;CLARO S.A.;40432544000147;NUCOMMERCE LTDA;42508683000132;VIGENTE;;Não identificado;00000011684056;02/04/2024;09/04/2024
CONTRATO;02/02/2024;53500.008606/2024-02;ALGAR TELECOM S/A;71208516000174;ALLCOM TELECOM COMÉRCIO E SERVIÇOS LTDA;19390169000123;VIGENTE;;Não identificado;00000011541643;01/03/2024;01/03/2024
ADITIVO;05/02/2024;53500.054207/2019-48;Vero S.A.;31748174000160;Veek Tecnologia S/A;09526734000183;VIGENTE;;América Net incorporada pela Vero S.A.;00000012017147;24/05/2024;24/05/2024
CONTRATO;15/02/2024;53500.011429/2024-33;Telexperts Telecomunicacoes S.A.;07625852000113;Veek Tecnologia S/A;09526734000183;VIGENTE;;Não identificado;00000011561136;01/03/2024;01/03/2024
CONTRATO;15/02/2024;53500.011442/2024-92;Telexperts Telecomunicacoes S.A.;07625852000113;DIGIREDES TELECOMUNICAÇÕES LTDA;15231329000130;VIGENTE;;Não identificado;00000011552001;01/03/2024;01/03/2024
CONTRATO;19/02/2024;53500.012544/2024-25;America Net S.a.;01778972000174;VERO S.A.;31748174000160;VIGENTE;;Não identificado;00000011567031;01/03/2024;01/03/2024
CONTRATO;29/02/2024;53500.016700/2024-27;SURF TELECOM SA;10455746000143;BW TELECOMUNICAÇÕES LTDA;47735245000120;VIGENTE;;Não identificado;00000011656035;08/04/2024;08/04/2024
CONTRATO;29/02/2024;53500.016683/2024-28;SURF TELECOM SA;10455746000143;ATHOSTEC SOLUÇÕES TECNOLÓGICAS LTDA;16822965000108;VIGENTE;;Não identificado;00000011659643;08/04/2024;08/04/2024
CONTRATO;22/03/2024;53500.024890/2024-56;SURF TELECOM SA;10455746000143;GRUPO UAISAT LTDA;53932460000114;VIGENTE;;Não identificado;00000011768493;22/04/2024;22/04/2024
CONTRATO;29/03/2024;53500.027249/2024-73;Telexperts Telecomunicacoes S.A.;07625852000113;ABCrede Telecom;08448269000147;VIGENTE;;Não identificado;00000011843511;14/06/2024;14/06/2024
CONTRATO;01/04/2024;53500.027924/2024-64;Telefonica Brasil S.a.;02558157000162;SOFTDADOS TELECOMUNICAÇÕES LTDA;17869823000150;VIGENTE;;Não identificado;00000011983434;22/05/2024;22/05/2024
ADITIVO;19/04/2024;53500.032974/2020-30;SURF TELECOM SA;10455746000143;DESKTOP S.A.;08170849000115;VIGENTE;;Não identificado;00000011874131;30/04/2024;30/04/2024
CONTRATO;19/04/2024;53500.034231/2024-28;SURF TELECOM SA;10455746000143;Completa Telecomunicações Ltda;26227978000184;VIGENTE;;Não identificado;00000011932924;17/05/2024;17/05/2024
ADITIVO;22/04/2024;53500.057069/2020-92;Telefonica Brasil S.a.;02558157000162;Assicom - Associação das Empresas e Usuários das Tecnologias de Informação e Comunicação;19713625000129;VIGENTE;;1º Aditivo;00000011933273;10/05/2024;10/05/2024
CONTRATO;25/04/2024;53500.036109/2024-96;Telexperts Telecomunicacoes S.A.;07625852000113;TVN NACIONAL TELECOM LTDA;07335723000190;VIGENTE;;Não identificado;00000012045971;18/06/2024;18/06/2024
ADITIVO;23/04/2024;53500.032745/2023-68;Datora Mobile Telecomunicacoes S.a.;18384930000151;BTMT LTDA;50603484000131;VIGENTE;;Cessão de direitos e obrigações;00000012010504;28/05/2024;28/05/2024
CONTRATO;07/05/2024;53500.039551/2024-74;SURF TELECOM SA;10455746000143;CUSTOMER FIRST CONSULTORIA DE TELECOMUNICAÇÕES LTDA;15664316000155;VIGENTE;;Não identificado;00000012070900;11/06/2024;11/06/2024
ADITIVO;06/06/2024;53500.063278/2023-18;SURF TELECOM SA;10455746000143;VAREJO TELECOM LTDA;41735563000105;VIGENTE;;Não identificado;00000012113078;18/06/2024;18/06/2024
CONTRATO;14/06/2024;53500.050643/2024-13;SURF TELECOM SA;10455746000143;IPM TECNOLOGIA E TELEFONIA MÓVEL LTDA;53560425000111;VIGENTE;;Não identificado;00000012196101;28/06/2024;28/06/2024
ADITIVO;20/06/2024;53500.100499/2023-84;SURF TELECOM SA;10455746000143;TCONNECT TELECOMUNICAÇÕES LTDA;53558593000172;VIGENTE;;Não identificado;00000012196425;28/06/2024;28/06/2024
CONTRATO;12/07/2024;53500.058947/2024-11;Telexperts Telecomunicacoes S.A.;07625852000113;SPEEDRS TECNOLOGIA DA INFORMAÇÃO LTDA;13367770000119;VIGENTE;;Não identificado;00000012324845;29/07/2024;29/07/2024
CONTRATO;12/07/2024;53500.058945/2024-21;Telexperts Telecomunicacoes S.A.;07625852000113;HELLO MOBILE LTDA;33193820000104;VIGENTE;;Não identificado;00000012324881;29/07/2024;29/07/2024
ADITIVO;18/07/2024;53500.018754/2021-84;SURF TELECOM SA;10455746000143;AGE TELECOMUNICAÇÕES S.A.;36230547000120;VIGENTE;;1º Aditivo - Mudou nome empresarial;00000012333415;07/08/2024;07/08/2024
ADITIVO;18/07/2024;53500.068756/2021-14;SURF TELECOM SA;10455746000143;Carrefour Comércio e Indústria Ltda;45543915000181;VIGENTE;;1º Aditivo;00000012337317;07/08/2024;07/08/2024
ADITIVO;18/07/2024;53500.068756/2021-14;SURF TELECOM SA;10455746000143;Carrefour Comércio e Indústria Ltda;45543915000181;VIGENTE;;2º Aditivo;00000012337317;07/08/2024;07/08/2024
CONTRATO;24/07/2024;53500.062229/2024-49;SURF TELECOM SA;10455746000143;VEEM TELECOM LTDA;50229040000188;VIGENTE;;Não identificado;00000012366490;07/08/2024;07/08/2024
CONTRATO;24/07/2024;53500.062231/2024-18;SURF TELECOM SA;10455746000143;MEGA IP CONNECT LTDA;27414073000186;VIGENTE;;Não identificado;00000012399615;13/08/2024;13/08/2024
CONTRATO;28/08/2024;53500.071447/2024-74;Telexperts Telecomunicacoes S.A.;07625852000113;ZAMIX MULTIPLAY TELECOMUNICAÇÕES LTDA;17888419000124;VIGENTE;;Não identificado;00000012524823;11/09/2024;11/09/2024
CONTRATO;16/09/2024;53500.076803/2024-46;Datora Mobile Telecomunicacoes S.a.;18384930000151;IMPACTO CONECTIVIDADE E INCLUSÃO DIGITAL LTDA;30643739000182;VIGENTE;;Não identificado;00000012919723;02/12/2024;02/12/2024
CONTRATO;16/09/2024;53500.076795/2024-38;UNIFIQUE TELECOMUNICACOES S/A;02255187000108;LIGGA TELECOMUNICAÇÕES S.A.;04368865000166;VIGENTE;;Unifique é MVNe. Área de Abrangência: BR, exceto SC e RS.;00000012785544;08/11/2024;11/11/2024
CONTRATO;16/09/2024;53500.076804/2024-91;UNIFIQUE TELECOMUNICACOES S/A;02255187000108;LIGGA TELECOMUNICAÇÕES S.A.;04368865000166;VIGENTE;;Unifique é MNO. Área de Abrangência: SC e RS.;00000012789977;08/11/2024;11/11/2024
ADITIVO;18/09/2024;53500.017208/2019-10;Datora Mobile Telecomunicacoes S.a.;18384930000151;ONI TELECOM SERVIÇOS E COMÉRCIO LTDA;32196605000196;VIGENTE;;Cessão de direitos e obrigações;00000012712059;16/10/2024;16/10/2024
ADITIVO;03/10/2024;53500.305885/2022-80;SURF TELECOM SA;10455746000143;ISPS DO BRASIL S.A.;14415661000192;VIGENTE;;2º Aditivo;00000012777947;30/12/2024;07/01/2025
ADITIVO;03/10/2024;53500.305885/2022-80;SURF TELECOM SA;10455746000143;ISPS DO BRASIL S.A.;14415661000192;VIGENTE;;3º Aditivo;00000012777947;30/12/2024;07/01/2025
ADITIVO;03/10/2024;53500.025367/2020-13;SURF TELECOM SA;10455746000143;PLAY MÓVEL LTDA;44255627000169;VIGENTE;;15º e 16º Aditivos - Nova Credenciada;00000012822874;19/11/2024;21/11/2024
ADITIVO;03/10/2024;53500.047279/2020-72;SURF TELECOM SA;10455746000143;XPLAY MOBILE & IOT LTDA;35067466000199;VIGENTE;;6º Aditivo;00000012765544;30/10/2024;30/10/2024
ADITIVO;03/10/2024;53500.034392/2020-98;SURF TELECOM SA;10455746000143;Contel Telecom Ltda;13337781000156;VIGENTE;;2º e 3º Aditivos;00000012765589;19/11/2024;21/11/2024
ADITIVO;03/10/2024;53500.023635/2020-62;SURF TELECOM SA;10455746000143;SOLLY SOLUÇÕES E TECNOLOGIA LTDA;40838866000190;VIGENTE;;4º Aditivo - Nova CREDENCIADA;00000012816367;01/11/2024;05/11/2024
ADITIVO;03/10/2024;53500.046450/2020-26;SURF TELECOM SA;10455746000143;GIGALINK DE NOVA FRIBURGO SOLUÇÕES EM REDE MULTIMÍDIA LTDA;06236865000138;VIGENTE;;3º Aditivo;00000012765638;30/10/2024;30/10/2024
CONTRATO;09/10/2024;53500.083043/2024-23;SURF TELECOM SA;10455746000143;MAISAGIL FRANQUIAS LTDA;38063817000181;VIGENTE;;Não identificado;00000012818798;01/11/2024;05/11/2024
ADITIVO;15/10/2024;53500.057069/2020-92;Telefonica Brasil S.a.;02558157000162;Assicom - Associação das Empresas e Usuários das Tecnologias de Informação e Comunicação;19713625000129;VIGENTE;;2º Aditivo;00000012900559;25/11/2024;25/11/2024
CONTRATO;22/10/2024;53500.087081/2024-55;Telexperts Telecomunicacoes S.A.;07625852000113;BRASIL TECPAR SERVIÇOS DE TELECOMUNICAÇÕES S.A.;07756651000155;VIGENTE;;Não identificado;00000012915088;25/11/2024;25/11/2024
CONTRATO;28/10/2024;53500.088363/2024-70;SURF TELECOM SA;10455746000143;SICOVE DO BRASIL LTDA;19634885000109;VIGENTE;;Não identificado;00000012931217;02/12/2024;09/12/2024
CONTRATO;30/10/2024;53500.089088/2024-10;SURF TELECOM SA;10455746000143;TELEFONABR TELECOMUNICAÇÕES LTDA;57325899000130;18/02/2025;53500.089088/2024-10;De acordo com comunicado SEI nº 13730357;00000012933310;30/12/2024;07/01/2025
ADITIVO;04/11/2024;53500.054633/2020-15;SURF TELECOM SA;10455746000143;LIFE SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA LTDA - EM RECUPERAÇÃO JUDICIAL;05087744000109;VIGENTE;;3º Aditivo;00000013012036;30/12/2024;30/12/2024
CONTRATO;19/11/2024;53500.095040/2024-32;Telexperts Telecomunicacoes S.A.;07625852000113;SALVY LTDA;45239701000116;VIGENTE;;Não identificado;00000013049015;23/12/2024;23/12/2024
CONTRATO;25/11/2024;53500.096352/2024-63;Datora Mobile Telecomunicacoes S.a.;18384930000151;NIPTELECOM TELECOMUNICAÇÕES LTDA;19534299000192;VIGENTE;;Não identificado;00000013027567;19/12/2024;20/12/2024
CONTRATO;27/11/2024;53500.096819/2024-75;Datora Mobile Telecomunicacoes S.a.;18384930000151;NIPCABLE DO BRASIL TELECOM LTDA;05334864000163;VIGENTE;;Não identificado;00000013031178;19/12/2024;20/12/2024
CONTRATO;12/12/2024;53500.101305/2024-49;Datora Mobile Telecomunicacoes S.a.;18384930000151;SOLUÇÃO NETWORK PROVEDOR LTDA;12693643000147;VIGENTE;;Não identificado;00000013131770;23/01/2025;03/02/2025
ADITIVO;13/12/2024;53500.060891/2017-35;CLARO S.A.;40432544000147;DEUTSCHE TELEKOM GLOBAL BUSINESS SOLUTIONS BRASIL LTDA;04501314000129;VIGENTE;;5º Aditivo;00000013137574;23/01/2025;03/02/2025
CONTRATO;16/12/2024;53500.102259/2024-03;Datora Mobile Telecomunicacoes S.a.;18384930000151;HYPECON TELECOM LTDA;57343044000131;VIGENTE;;Não identificado;00000013143225;23/01/2025;03/02/2025
ADITIVO;18/12/2024;53500.038727/2021-28;CLARO S.A.;40432544000147;Magazine Luiza S.A.;47960950000121;VIGENTE;;2º Aditivo;00000013261046;21/02/2025;25/02/2025
CONTRATO;23/12/2024;53500.103970/2024-77;Telexperts Telecomunicacoes S.A.;07625852000113;KORE BRASIL LTDA;24492478000144;VIGENTE;;Não identificado;00000013154927;28/01/2025;03/02/2025
CONTRATO;17/01/2025;53500.003768/2025-27;SURF TELECOM SA;10455746000143;VONO TECNOLOGIA LTDA;30842345000153;VIGENTE;;Não identificado;00000013267819;07/03/2025;-1
ADITIVO;17/01/2025;53500.038021/2020-85;SURF TELECOM SA;10455746000143;It Tecnologia e Informacao Ltda;00608881000128;VIGENTE;;1º Aditivo;00000013280599;27/02/2025;10/03/2025
ADITIVO;17/01/2025;53500.022701/2023-20;SURF TELECOM SA;10455746000143;ARTHUR LUNDGREN TECIDOS S.A. - CASAS PERNAMBUCANAS;61099834000190;VIGENTE;;2º Aditivo;00000013280994;14/02/2025;17/02/2025
CONTRATO;17/01/2025;53500.003780/2025-31;SURF TELECOM SA;10455746000143;NEW VOICE TELECOMUNICAÇÕES LTDA;29843594000184;VIGENTE;;Não identificado;00000013349509;07/03/2025;-1
CONTRATO;22/01/2025;53500.004744/2025-95;Telexperts Telecomunicacoes S.A.;07625852000113;PLAY MÓVEL SERVIÇOS DE INTERNET LTDA;44255627000169;VIGENTE;;Não identificado;00000013461739;31/03/2025;03/04/2025
ADITIVO;04/02/2025;53500.019519/2021-20;Telexperts Telecomunicacoes S.A.;07625852000113;Oquei Telecom Ltda;05912502000102;VIGENTE;;Não identificado;00000013715471;20/05/2025;27/05/2025
ADITIVO;07/02/2025;53500.343089/2022-45;Telexperts Telecomunicacoes S.A.;07625852000113;FACILITA TELECOM LTDA;13045960000110;VIGENTE;;Não identificado;00000013686394;20/05/2025;22/05/2025
CONTRATO;11/02/2025;53500.010717/2025-51;UNIFIQUE TELECOMUNICACOES S/A;02255187000108;MHNET TELECOMUNICAÇÕES LTDA;05245502000104;VIGENTE;;Não identificado;00000013342520;28/02/2025;06/03/2025
CONTRATO;28/02/2025;53500.015546/2025-57;SURF TELECOM SA;10455746000143;COMPANHIA ITABIRANA DE TELECOMUNICAÇÕES LTDA;05684180000191;VIGENTE;;Não identificado;00000013392657;17/03/2025;18/03/2025
CONTRATO;28/02/2025;53500.015552/2025-12;SURF TELECOM SA;10455746000143;NOVATEL TELECOM LTDA;04837983000176;VIGENTE;;Não identificado;00000013383994;17/03/2025;18/03/2025
ADITIVO;28/02/2025;53500.032411/2023-94;SURF TELECOM SA;10455746000143;TIP NACIONAL TELECOM LTDA (EX-TVN);07335723000190;VIGENTE;;2º Aditivo - Nova CREDENCIADA;00000013376398;07/03/2025;-1
ADITIVO;22/01/2025;53500.004744/2025-95;Telexperts Telecomunicacoes S.A.;07625852000113;PLAY MÓVEL SERVIÇOS DE INTERNET LTDA;44255627000169;VIGENTE;;Não identificado;00000013461739;31/03/2025;03/04/2025
ADITIVO;17/03/2025;53500.081744/2021-85;SURF TELECOM SA;10455746000143;PAFER SERVIÇOS DE APOIO ADMINISTRATIVO LTDA;49590693000109;VIGENTE;;1º Aditivo - Nova CREDENCIADA;00000013469402;31/03/2025;03/04/2025
CONTRATO;17/03/2025;53500.019617/2025-91;SURF TELECOM SA;10455746000143;TWO GLOBAL LTDA;59405709000110;VIGENTE;;Não identificado;00000013471615;31/03/2025;03/04/2025
CONTRATO;17/03/2025;53500.019620/2025-12;SURF TELECOM SA;10455746000143;ADRIANO TELECOM LTDA;10414026000130;VIGENTE;;Não identificado;00000013453690;31/03/2025;03/04/2025
CONTRATO;17/03/2025;53500.019642/2025-74;SURF TELECOM SA;10455746000143;N3 SOLUÇÕES CUSTOMIZADAS LTDA;51746300000155;VIGENTE;;Não identificado;00000013446280;31/03/2025;03/04/2025
CONTRATO;17/03/2025;53500.019644/2025-63;SURF TELECOM SA;10455746000143;REBIRTH DESENVOLVIMENTOS PROFISSIONAIS LTDA;28903062000122;VIGENTE;;Não identificado;00000013438949;31/03/2025;03/04/2025
CONTRATO;03/04/2025;53500.024801/2025-52;SURF TELECOM SA;10455746000143;4NET SOLUÇÕES EM TELECOMUNICAÇÕES LTDA;28135347000160;VIGENTE;;Não identificado;00000013545318;24/04/2025;25/04/2025
CONTRATO;03/04/2025;53500.024797/2025-22;SURF TELECOM SA;10455746000143;ONCALL SOLUÇÕES EM TECNOLOGIA LTDA;47624230000195;VIGENTE;;Não identificado;00000013545570;24/04/2025;25/04/2025
CONTRATO;03/04/2025;53500.024792/2025-08;SURF TELECOM SA;10455746000143;MAXX PROJETOS E CONSULTORIA EM TI LTDA;12900948000182;VIGENTE;;Não identificado;00000013568749;24/04/2025;25/04/2025
CONTRATO;03/04/2025;53500.024791/2025-55;SURF TELECOM SA;10455746000143;MAX NET TELECOMUNICAÇÕES LTDA;03581173000139;VIGENTE;;Não identificado;00000013569125;24/04/2025;25/04/2025
CONTRATO;03/04/2025;53500.024787/2025-97;SURF TELECOM SA;10455746000143;MEUSYS TECNOLOGIA LTDA;27239197000172;VIGENTE;;Não identificado;00000013575174;24/04/2025;25/04/2025
CONTRATO;03/04/2025;53500.024805/2025-31;SURF TELECOM SA;10455746000143;TEL & GLOBE COMUNICAÇÃO LTDA;84851369000106;VIGENTE;;Não identificado;00000013560804;24/04/2025;25/04/2025
ADITIVO;14/04/2025;53500.057069/2020-92;Telefonica Brasil S.a.;02558157000162;Assicom - Associação das Empresas e Usuários das Tecnologias de Informação e Comunicação;19713625000129;VIGENTE;;3º Aditivo;00000013605990;29/04/2025;06/05/2025
CONTRATO;23/04/2025;53500.030079/2025-95;SURF TELECOM SA;10455746000143;MIO TELECOM LTDA;10811590000196;VIGENTE;;Não identificado;00000013620293;30/04/2025;06/05/2025
ADITIVO;12/05/2025;53500.038023/2020-74;SURF TELECOM SA;10455746000143;SUA TELECOM LTDA;19429011000110;VIGENTE;;2º Aditivo - Mudou nome empresarial;00000013716128;20/05/2025;22/05/2025
CONTRATO;08/05/2025;53500.033930/2025-31;SURF TELECOM SA;10455746000143;VOXCITY TECNOLOGIA LTDA;19813396000114;VIGENTE;;Não identificado;00000013693905;20/05/2025;22/05/2025
ADITIVO;21/05/2025;53500.012529/2023-04;SURF TELECOM SA;10455746000143;BTT TELECOMUNICAÇÕES S.A.;39565567000140;VIGENTE;;Não identificado;00000013766618;29/05/2025;02/06/2025
CONTRATO;21/05/2025;53500.037709/2025-52;SURF TELECOM SA;10455746000143;BR SISTEMAS LTDA;49388765000130;VIGENTE;;Não identificado;00000013759227;29/05/2025;02/06/2025
CONTRATO;21/05/2025;53500.037707/2025-63;SURF TELECOM SA;10455746000143;BCS11 PARTICIPAÇÕES S.A.;39414947000184;VIGENTE;;Não identificado;00000013750816;29/05/2025;02/06/2025
CONTRATO;23/05/2025;53500.038563/2025-62;SURF TELECOM SA;10455746000143;LIVE OPTICAL FIBER LTDA;48226378000134;VIGENTE;;Não identificado;00000013827794;12/06/2025;16/06/2025
ADITIVO;29/05/2025;53500.025367/2020-13;SURF TELECOM SA;10455746000143;PLAY MÓVEL LTDA;44255627000169;VIGENTE;;17º Aditivo;00000013834491;12/06/2025;16/06/2025
CONTRATO;03/06/2025;53500.041025/2025-55;SURF TELECOM SA;10455746000143;RD BRASIL TELECOMUNICAÇÕES LTDA;60726071000106;VIGENTE;;Não identificado;00000013834624;12/06/2025;16/06/2025
